TIME,NAME,CHANNEL,TUBE,SIGNAL
23.6282,Wild Fly,2,1,100.545
23.6889,GSS Female,3,1,151.576
23.6973,Wild Fly,2,2,109.752
23.7573,GSS Female,3,2,155.077
23.7657,Wild Fly,2,3,104.614
23.8265,GSS Female,3,3,154.134
23.8357,Wild Fly,2,4,626.074
23.8957,GSS Female,3,4,816.232
23.9041,Wild Fly,2,5,95.3722
23.9653,GSS Female,3,5,162.054
23.9736,Wild Fly,2,6,90.8736
24.0347,GSS Female,3,6,160.908
24.0432,Wild Fly,2,7,117.955
24.104,GSS Female,3,7,143.809
24.1129,Wild Fly,2,8,137.061
24.1742,GSS Female,3,8,130.499
24.7485,Wild Fly,2,1,100.545
24.8088,GSS Female,3,1,151.576
24.8171,Wild Fly,2,2,109.752
24.8774,GSS Female,3,2,153.961
24.8861,Wild Fly,2,3,106.645
24.9469,GSS Female,3,3,155.19
24.9551,Wild Fly,2,4,657.057
25.0164,GSS Female,3,4,881.53
25.0246,Wild Fly,2,5,95.3722
25.0849,GSS Female,3,5,162.054
25.0935,Wild Fly,2,6,89.841
25.1534,GSS Female,3,6,160.908
25.1619,Wild Fly,2,7,118.999
25.2228,GSS Female,3,7,142.76
25.2319,Wild Fly,2,8,137.061
25.2931,GSS Female,3,8,131.543
25.8675,Wild Fly,2,1,99.4865
25.9279,GSS Female,3,1,151.576
25.936,Wild Fly,2,2,110.839
25.9964,GSS Female,3,2,153.961
26.0053,Wild Fly,2,3,106.645
26.0655,GSS Female,3,3,155.19
26.0737,Wild Fly,2,4,692.314
26.1344,GSS Female,3,4,952.27
26.1428,Wild Fly,2,5,95.3722
26.204,GSS Female,3,5,162.054
26.2124,Wild Fly,2,6,90.8736
26.2734,GSS Female,3,6,160.908
26.2819,Wild Fly,2,7,117.955
26.3426,GSS Female,3,7,143.809
26.3513,Wild Fly,2,8,135.743
26.4114,GSS Female,3,8,130.499
26.9863,Wild Fly,2,1,99.4865
27.0469,GSS Female,3,1,152.622
27.0553,Wild Fly,2,2,111.925
27.1162,GSS Female,3,2,153.961
27.1252,Wild Fly,2,3,107.661
27.1867,GSS Female,3,3,155.19
27.1949,Wild Fly,2,4,727.571
27.2569,GSS Female,3,4,1020.83
27.2652,Wild Fly,2,5,95.3722
27.3261,GSS Female,3,5,163.127
27.3343,Wild Fly,2,6,90.8736
27.3953,GSS Female,3,6,160.908
27.4037,Wild Fly,2,7,118.999
27.4646,GSS Female,3,7,142.76
27.4736,Wild Fly,2,8,139.697
27.5348,GSS Female,3,8,131.543
28.1101,Wild Fly,2,1,102.662
28.1704,GSS Female,3,1,152.622
28.179,Wild Fly,2,2,114.099
28.2392,GSS Female,3,2,153.961
28.2482,Wild Fly,2,3,110.708
28.3091,GSS Female,3,3,156.246
28.3173,Wild Fly,2,4,761.759
28.3781,GSS Female,3,4,1099.19
28.3867,Wild Fly,2,5,95.3722
28.4475,GSS Female,3,5,164.2
28.456,Wild Fly,2,6,90.8736
28.5173,GSS Female,3,6,161.981
28.5259,Wild Fly,2,7,118.999
28.5867,GSS Female,3,7,143.809
28.5957,Wild Fly,2,8,141.015
28.657,GSS Female,3,8,130.499
29.2323,Wild Fly,2,1,102.662
29.2925,GSS Female,3,1,152.622
29.3008,Wild Fly,2,2,115.185
29.3617,GSS Female,3,2,155.077
29.3704,Wild Fly,2,3,111.724
29.4315,GSS Female,3,3,156.246
29.4396,Wild Fly,2,4,797.016
29.5001,GSS Female,3,4,1167.76
29.5086,Wild Fly,2,5,95.3722
29.5696,GSS Female,3,5,163.127
29.5781,Wild Fly,2,6,90.8736
29.6391,GSS Female,3,6,161.981
29.6476,Wild Fly,2,7,118.999
29.7093,GSS Female,3,7,143.809
29.7183,Wild Fly,2,8,139.697
29.7789,GSS Female,3,8,131.543
30.3543,Wild Fly,2,1,102.662
30.4147,GSS Female,3,1,153.667
30.4229,Wild Fly,2,2,115.185
30.4833,GSS Female,3,2,155.077
30.4921,Wild Fly,2,3,111.724
30.553,GSS Female,3,3,156.246
30.5616,Wild Fly,2,4,831.204
30.6224,GSS Female,3,4,1248.29
30.6307,Wild Fly,2,5,96.456
30.6919,GSS Female,3,5,164.2
30.7002,Wild Fly,2,6,90.8736
30.7615,GSS Female,3,6,160.908
30.7704,Wild Fly,2,7,120.043
30.8306,GSS Female,3,7,144.859
30.8396,Wild Fly,2,8,139.697
30.9004,GSS Female,3,8,130.499
31.4745,Wild Fly,2,1,102.662
31.5354,GSS Female,3,1,153.667
31.5439,Wild Fly,2,2,114.099
31.6047,GSS Female,3,2,156.193
31.6137,Wild Fly,2,3,110.708
31.6749,GSS Female,3,3,156.246
31.6831,Wild Fly,2,4,864.324
31.7436,GSS Female,3,4,1327.74
31.752,Wild Fly,2,5,95.3722
31.8132,GSS Female,3,5,164.2
31.8215,Wild Fly,2,6,90.8736
31.8827,GSS Female,3,6,161.981
31.8913,Wild Fly,2,7,118.999
31.9517,GSS Female,3,7,144.859
31.9608,Wild Fly,2,8,139.697
32.0218,GSS Female,3,8,131.543
32.5969,Wild Fly,2,1,102.662
32.6571,GSS Female,3,1,152.622
32.6653,Wild Fly,2,2,115.185
32.7266,GSS Female,3,2,155.077
32.7353,Wild Fly,2,3,109.692
32.7964,GSS Female,3,3,156.246
32.8046,Wild Fly,2,4,896.376
32.8655,GSS Female,3,4,1400.65
32.8739,Wild Fly,2,5,96.456
32.9345,GSS Female,3,5,164.2
32.9429,Wild Fly,2,6,90.8736
33.0031,GSS Female,3,6,163.054
33.0115,Wild Fly,2,7,120.043
33.0717,GSS Female,3,7,144.859
33.0807,Wild Fly,2,8,139.697
33.1421,GSS Female,3,8,131.543
33.7171,Wild Fly,2,1,102.662
33.7781,GSS Female,3,1,153.667
33.7863,Wild Fly,2,2,115.185
33.8467,GSS Female,3,2,156.193
33.8556,Wild Fly,2,3,110.708
33.916,GSS Female,3,3,156.246
33.9242,Wild Fly,2,4,927.359
33.985,GSS Female,3,4,1473.57
33.9937,Wild Fly,2,5,96.456
34.0548,GSS Female,3,5,165.273
34.0634,Wild Fly,2,6,90.8736
34.124,GSS Female,3,6,161.981
34.1328,Wild Fly,2,7,118.999
34.1938,GSS Female,3,7,143.809
34.2029,Wild Fly,2,8,139.697
34.2638,GSS Female,3,8,133.631
34.8389,Wild Fly,2,1,102.662
34.8997,GSS Female,3,1,153.667
34.9081,Wild Fly,2,2,111.925
34.9688,GSS Female,3,2,155.077
34.9776,Wild Fly,2,3,109.692
35.0383,GSS Female,3,3,157.302
35.0466,Wild Fly,2,4,961.547
35.107,GSS Female,3,4,1546.49
35.1154,Wild Fly,2,5,97.5397
35.1761,GSS Female,3,5,165.273
35.1848,Wild Fly,2,6,90.8736
35.2453,GSS Female,3,6,161.981
35.2538,Wild Fly,2,7,122.131
35.3142,GSS Female,3,7,143.809
35.3232,Wild Fly,2,8,138.379
35.3841,GSS Female,3,8,132.587
35.9608,Wild Fly,2,1,103.72
36.0241,GSS Female,3,1,154.713
36.0322,Wild Fly,2,2,114.099
36.0925,GSS Female,3,2,156.193
36.1023,Wild Fly,2,3,110.708
36.1626,GSS Female,3,3,157.302
36.171,Wild Fly,2,4,990.394
36.2319,GSS Female,3,4,1624.85
36.2402,Wild Fly,2,5,96.456
36.3013,GSS Female,3,5,165.273
36.3097,Wild Fly,2,6,90.8736
36.37,GSS Female,3,6,161.981
36.3786,Wild Fly,2,7,115.868
36.4393,GSS Female,3,7,145.909
36.4479,Wild Fly,2,8,137.061
36.5081,GSS Female,3,8,133.631
37.0836,Wild Fly,2,1,102.662
37.1444,GSS Female,3,1,153.667
37.1529,Wild Fly,2,2,110.839
37.2138,GSS Female,3,2,156.193
37.2224,Wild Fly,2,3,108.677
37.2838,GSS Female,3,3,156.246
37.2922,Wild Fly,2,4,1020.31
37.3539,GSS Female,3,4,1703.2
37.3621,Wild Fly,2,5,95.3722
37.4225,GSS Female,3,5,164.2
37.4309,Wild Fly,2,6,90.8736
37.4921,GSS Female,3,6,161.981
37.5005,Wild Fly,2,7,120.043
37.5615,GSS Female,3,7,144.859
37.5706,Wild Fly,2,8,134.426
37.6313,GSS Female,3,8,132.587
38.2059,Wild Fly,2,1,101.603
38.2664,GSS Female,3,1,154.713
38.275,Wild Fly,2,2,111.925
38.335,GSS Female,3,2,156.193
38.3437,Wild Fly,2,3,108.677
38.4045,GSS Female,3,3,156.246
38.4128,Wild Fly,2,4,1050.22
38.4738,GSS Female,3,4,1761.97
38.4823,Wild Fly,2,5,95.3722
38.5437,GSS Female,3,5,164.2
38.552,Wild Fly,2,6,90.8736
38.613,GSS Female,3,6,163.054
38.6217,Wild Fly,2,7,116.912
38.6821,GSS Female,3,7,145.909
38.6913,Wild Fly,2,8,138.379
38.7517,GSS Female,3,8,133.631
39.327,Wild Fly,2,1,102.662
39.3886,GSS Female,3,1,154.713
39.3968,Wild Fly,2,2,111.925
39.4576,GSS Female,3,2,156.193
39.4664,Wild Fly,2,3,108.677
39.5277,GSS Female,3,3,158.357
39.5357,Wild Fly,2,4,1079.07
39.5961,GSS Female,3,4,1825.09
39.605,Wild Fly,2,5,96.456
39.6655,GSS Female,3,5,165.273
39.6741,Wild Fly,2,6,90.8736
39.7355,GSS Female,3,6,163.054
39.744,Wild Fly,2,7,117.955
39.8046,GSS Female,3,7,145.909
39.8138,Wild Fly,2,8,139.697
39.8748,GSS Female,3,8,133.631
40.4484,Wild Fly,2,1,101.603
40.5087,GSS Female,3,1,155.758
40.517,Wild Fly,2,2,113.012
40.5777,GSS Female,3,2,156.193
40.5864,Wild Fly,2,3,109.692
40.647,GSS Female,3,3,157.302
40.6554,Wild Fly,2,4,1105.78
40.7173,GSS Female,3,4,1879.51
40.7257,Wild Fly,2,5,97.5397
40.7868,GSS Female,3,5,165.273
40.7952,Wild Fly,2,6,90.8736
40.8556,GSS Female,3,6,164.127
40.8644,Wild Fly,2,7,115.868
40.9246,GSS Female,3,7,145.909
40.9334,Wild Fly,2,8,139.697
40.9945,GSS Female,3,8,133.631
41.5685,Wild Fly,2,1,102.662
41.6292,GSS Female,3,1,155.758
41.6374,Wild Fly,2,2,107.579
41.6982,GSS Female,3,2,157.308
41.7065,Wild Fly,2,3,106.645
41.7677,GSS Female,3,3,156.246
41.7776,Wild Fly,2,4,1133.56
41.8382,GSS Female,3,4,1944.81
41.8469,Wild Fly,2,5,95.3722
41.9079,GSS Female,3,5,165.273
41.9161,Wild Fly,2,6,90.8736
41.9772,GSS Female,3,6,164.127
41.9857,Wild Fly,2,7,114.824
42.0468,GSS Female,3,7,146.959
42.0556,Wild Fly,2,8,137.061
42.1165,GSS Female,3,8,132.587
42.693,Wild Fly,2,1,102.662
42.7539,GSS Female,3,1,156.803
42.762,Wild Fly,2,2,111.925
42.8228,GSS Female,3,2,157.308
42.8316,Wild Fly,2,3,109.692
42.892,GSS Female,3,3,158.357
42.9003,Wild Fly,2,4,1160.27
42.9614,GSS Female,3,4,2003.58
42.9697,Wild Fly,2,5,95.3722
43.0304,GSS Female,3,5,166.346
43.0386,Wild Fly,2,6,90.8736
43.099,GSS Female,3,6,164.127
43.1075,Wild Fly,2,7,116.912
43.168,GSS Female,3,7,146.959
43.1773,Wild Fly,2,8,139.697
43.238,GSS Female,3,8,133.631
43.8134,Wild Fly,2,1,101.603
43.8746,GSS Female,3,1,157.849
43.8827,Wild Fly,2,2,111.925
43.9434,GSS Female,3,2,157.308
43.9522,Wild Fly,2,3,108.677
44.0128,GSS Female,3,3,158.357
44.0211,Wild Fly,2,4,1185.91
44.0821,GSS Female,3,4,2051.46
44.0904,Wild Fly,2,5,95.3722
44.1514,GSS Female,3,5,166.346
44.1602,Wild Fly,2,6,90.8736
44.2212,GSS Female,3,6,164.127
44.2298,Wild Fly,2,7,116.912
44.2907,GSS Female,3,7,146.959
44.2996,Wild Fly,2,8,139.697
44.3603,GSS Female,3,8,133.631
44.9367,Wild Fly,2,1,102.662
44.9975,GSS Female,3,1,158.894
45.0057,Wild Fly,2,2,113.012
45.0669,GSS Female,3,2,157.308
45.0756,Wild Fly,2,3,109.692
45.1365,GSS Female,3,3,157.302
45.145,Wild Fly,2,4,1210.48
45.2059,GSS Female,3,4,2091.73
45.214,Wild Fly,2,5,96.456
45.2743,GSS Female,3,5,165.273
45.2829,Wild Fly,2,6,90.8736
45.3431,GSS Female,3,6,164.127
45.3517,Wild Fly,2,7,117.955
45.4128,GSS Female,3,7,146.959
45.4216,Wild Fly,2,8,139.697
45.4824,GSS Female,3,8,133.631
46.0579,Wild Fly,2,1,103.72
46.1184,GSS Female,3,1,159.939
46.1265,Wild Fly,2,2,113.012
46.1865,GSS Female,3,2,158.424
46.1954,Wild Fly,2,3,109.692
46.2559,GSS Female,3,3,158.357
46.2641,Wild Fly,2,4,1236.12
46.3251,GSS Female,3,4,2138.53
46.3334,Wild Fly,2,5,95.3722
46.3939,GSS Female,3,5,166.346
46.4023,Wild Fly,2,6,90.8736
46.463,GSS Female,3,6,164.127
46.4717,Wild Fly,2,7,117.955
46.5326,GSS Female,3,7,148.008
46.5415,Wild Fly,2,8,139.697
46.602,GSS Female,3,8,133.631
47.1767,Wild Fly,2,1,102.662
47.2369,GSS Female,3,1,162.03
47.2452,Wild Fly,2,2,113.012
47.3062,GSS Female,3,2,158.424
47.315,Wild Fly,2,3,109.692
47.3756,GSS Female,3,3,159.413
47.3842,Wild Fly,2,4,1258.56
47.4448,GSS Female,3,4,2176.62
47.4533,Wild Fly,2,5,95.3722
47.5137,GSS Female,3,5,166.346
47.522,Wild Fly,2,6,90.8736
47.5824,GSS Female,3,6,164.127
47.5909,Wild Fly,2,7,116.912
47.6514,GSS Female,3,7,146.959
47.6603,Wild Fly,2,8,139.697
47.7209,GSS Female,3,8,132.587
48.2967,Wild Fly,2,1,102.662
48.3568,GSS Female,3,1,162.03
48.3654,Wild Fly,2,2,114.099
48.4264,GSS Female,3,2,157.308
48.4355,Wild Fly,2,3,109.692
48.4963,GSS Female,3,3,159.413
48.5046,Wild Fly,2,4,1282.06
48.5653,GSS Female,3,4,2214.71
48.5737,Wild Fly,2,5,95.3722
48.6344,GSS Female,3,5,167.42
48.6427,Wild Fly,2,6,90.8736
48.7043,GSS Female,3,6,166.272
48.7129,Wild Fly,2,7,116.912
48.7737,GSS Female,3,7,146.959
48.7825,Wild Fly,2,8,141.015
48.8435,GSS Female,3,8,134.675
49.4197,Wild Fly,2,1,103.72
49.4805,GSS Female,3,1,164.121
49.4891,Wild Fly,2,2,113.012
49.55,GSS Female,3,2,158.424
